epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,13.3914,2.37149,4.6919,1.77134,0,0,0,0,2.27577,4.86842,1.99127,1.667e-05,1.667e-05,1.667e-05
2,23.9411,2.37226,4.51408,1.72408,0,0,0,0,2.3375,4.90576,2.02658,3.35067e-05,3.35067e-05,3.35067e-05
3,37.8075,2.19375,4.57732,1.63175,0,0,0,0,2.37864,4.82759,2.07474,2.8339e-05,2.8339e-05,2.8339e-05
