epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,16496.1,0.89208,0.5985,0.95499,0.9674,1,0.995,0.75978,0.77011,0.62305,0.82468,0.000990365,0.000990365,0.000990365
43,16549.7,0.91446,0.59199,0.96175,0.92222,1,0.995,0.82139,0.93772,0.61835,0.96263,0.000973861,0.000973861,0.000973861
44,20495.3,0.87841,0.5826,0.92265,0.9658,1,0.995,0.77162,0.98711,0.57841,0.96861,0.000957358,0.000957358,0.000957358
45,20546.7,0.92157,0.61188,0.95033,0.93285,1,0.995,0.77216,1.02067,0.54549,0.89025,0.000940855,0.000940855,0.000940855
46,20596.4,0.91357,0.59287,0.94775,0.95623,1,0.995,0.72172,1.03636,0.5926,0.91399,0.000924352,0.000924352,0.000924352
47,20652.4,0.91049,0.59901,0.94144,0.96396,1,0.995,0.70941,1.09314,0.64338,0.97133,0.000907848,0.000907848,0.000907848
48,20706.2,0.89762,0.59172,0.93767,0.91787,1,0.995,0.64675,1.43876,0.73645,1.09104,0.000891345,0.000891345,0.000891345
49,20757.4,0.93325,0.56702,0.95957,0.93584,1,0.995,0.75954,1.12861,0.61394,0.98765,0.000874842,0.000874842,0.000874842
50,20825.7,0.88894,0.57912,0.92964,0.93317,1,0.995,0.80922,0.91625,0.53951,0.8888,0.000858338,0.000858338,0.000858338
51,20879.1,0.93396,0.58778,0.96874,0.92855,1,0.995,0.85868,0.72825,0.51429,0.87803,0.000841835,0.000841835,0.000841835
52,20940.4,0.90062,0.56008,0.96291,0.94362,1,0.995,0.57519,1.44313,0.7499,0.99207,0.000825332,0.000825332,0.000825332
53,21002.2,0.9124,0.5683,0.94905,0.97038,1,0.995,0.72489,0.95289,0.58545,0.85304,0.000808828,0.000808828,0.000808828
54,21055.9,0.90499,0.56564,0.94423,0.93901,1,0.995,0.77234,0.83341,0.55439,0.82498,0.000792325,0.000792325,0.000792325
55,21110.8,0.85415,0.52925,0.9122,0.96136,1,0.995,0.73657,0.9351,0.59809,0.85952,0.000775822,0.000775822,0.000775822
56,24324.6,0.89318,0.55311,0.94011,0.94697,1,0.995,0.75978,0.97459,0.57984,0.85888,0.000759318,0.000759318,0.000759318
57,24380.5,0.87024,0.54265,0.93612,0.94703,1,0.995,0.71029,1.1045,0.60908,0.85501,0.000742815,0.000742815,0.000742815
58,24430,0.87545,0.54066,0.9321,0.96611,1,0.995,0.67346,1.09027,0.61786,0.9373,0.000726312,0.000726312,0.000726312
59,24482,0.80464,0.52411,0.90381,0.95252,1,0.995,0.87141,0.75556,0.51687,0.88596,0.000709809,0.000709809,0.000709809
60,24535.7,0.8522,0.52521,0.90261,0.94089,1,0.995,0.79939,0.95337,0.59563,0.85505,0.000693305,0.000693305,0.000693305
61,24603.8,0.89768,0.53829,0.93397,0.9374,1,0.995,0.80997,0.95486,0.60151,0.83799,0.000676802,0.000676802,0.000676802
62,24660,0.83972,0.51275,0.92079,0.94163,1,0.995,0.80922,0.8359,0.5507,0.81947,0.000660299,0.000660299,0.000660299
63,24712.1,0.83888,0.52332,0.91925,0.92524,1,0.995,0.77242,0.90978,0.5621,0.8759,0.000643795,0.000643795,0.000643795
64,24765.8,0.87579,0.55068,0.91834,0.92546,1,0.995,0.7727,0.79984,0.54276,0.8528,0.000627292,0.000627292,0.000627292
65,24820.3,0.86389,0.52404,0.91935,0.93937,1,0.995,0.84732,0.75519,0.56301,0.81445,0.000610789,0.000610789,0.000610789
66,24874.1,0.86278,0.52942,0.92551,0.97201,1,0.995,0.72223,0.9976,0.62209,0.85372,0.000594286,0.000594286,0.000594286
67,24943,0.82938,0.51532,0.91906,0.95906,1,0.995,0.87099,0.63438,0.56948,0.80988,0.000577782,0.000577782,0.000577782
68,25003.8,0.79553,0.49955,0.90165,0.96737,1,0.995,0.82166,0.70986,0.56957,0.8025,0.000561279,0.000561279,0.000561279
69,25058.7,0.79101,0.47714,0.90254,0.96104,1,0.995,0.77464,0.74583,0.63312,0.80076,0.000544776,0.000544776,0.000544776
70,25117.7,0.84419,0.49512,0.91686,0.94704,1,0.995,0.82257,0.84105,0.47723,0.86438,0.000528272,0.000528272,0.000528272
71,25181.7,0.80193,0.4873,0.90677,0.94891,1,0.995,0.76181,1.02054,0.49569,0.91761,0.000511769,0.000511769,0.000511769
72,25237.9,0.83491,0.50357,0.90847,0.93146,1,0.995,0.82288,0.9688,0.50652,0.92993,0.000495266,0.000495266,0.000495266
73,36298.6,0.77237,0.47925,0.91244,0.92262,1,0.995,0.8955,0.77111,0.49802,0.86949,0.000478762,0.000478762,0.000478762
74,36355.9,0.76907,0.48162,0.88286,0.94161,1,0.995,0.94525,0.64317,0.52119,0.79505,0.000462259,0.000462259,0.000462259
75,36417.8,0.79815,0.49835,0.90991,0.95483,1,0.995,0.84575,0.84942,0.56504,0.83288,0.000445756,0.000445756,0.000445756
76,36479.4,0.82874,0.47926,0.91765,0.93117,1,0.995,0.82358,0.82314,0.58342,0.83325,0.000429253,0.000429253,0.000429253
77,36540.1,0.79,0.48535,0.89576,0.91832,1,0.995,0.95878,0.61045,0.53086,0.78716,0.000412749,0.000412749,0.000412749
78,36616.2,0.76475,0.46271,0.89417,0.94621,1,0.995,0.8955,0.67899,0.46169,0.8147,0.000396246,0.000396246,0.000396246
79,36680.2,0.75427,0.45686,0.89277,0.94825,1,0.995,0.91043,0.65896,0.47901,0.80416,0.000379743,0.000379743,0.000379743
80,36739.2,0.75223,0.45062,0.89406,0.93595,1,0.995,0.87232,0.65195,0.50568,0.79562,0.000363239,0.000363239,0.000363239
81,36815.4,0.77119,0.45738,0.88692,0.93883,1,0.995,0.84575,0.84156,0.49063,0.83019,0.000346736,0.000346736,0.000346736
82,36881.7,0.79489,0.46556,0.90878,0.9398,1,0.995,0.8233,0.90764,0.47174,0.83448,0.000330233,0.000330233,0.000330233
83,36944.4,0.74566,0.45104,0.88803,0.94854,1,0.995,0.8955,0.74629,0.49893,0.81188,0.000313729,0.000313729,0.000313729
84,37014.5,0.78877,0.45732,0.90097,0.96658,1,0.995,0.80965,0.81992,0.5548,0.86777,0.000297226,0.000297226,0.000297226
85,37077.4,0.75056,0.4453,0.89996,0.97387,1,0.995,0.84575,0.88458,0.51793,0.88693,0.000280723,0.000280723,0.000280723
86,37136.4,0.72899,0.44174,0.89046,0.9691,1,0.995,0.8955,0.82405,0.50027,0.84397,0.00026422,0.00026422,0.00026422
87,37196.6,0.73486,0.44938,0.89499,0.96484,1,0.995,0.8955,0.66665,0.47102,0.80417,0.000247716,0.000247716,0.000247716
88,37256.7,0.75436,0.44785,0.89519,0.96691,1,0.995,0.8955,0.66006,0.45919,0.80689,0.000231213,0.000231213,0.000231213
89,37326.5,0.73765,0.45973,0.88557,0.97538,1,0.995,0.91425,0.71499,0.45623,0.82893,0.00021471,0.00021471,0.00021471
90,37385,0.72455,0.44904,0.88758,0.9712,1,0.995,0.91425,0.69459,0.44508,0.83227,0.000198206,0.000198206,0.000198206
91,37445,0.72118,0.43489,0.87528,0.95926,1,0.995,0.94525,0.57722,0.41769,0.80873,0.000181703,0.000181703,0.000181703
92,37529.5,0.70637,0.42488,0.8691,0.95406,1,0.995,0.87369,0.6112,0.47676,0.82582,0.0001652,0.0001652,0.0001652
93,37589.9,0.68257,0.42002,0.86408,0.95139,1,0.995,0.8955,0.66695,0.44899,0.83762,0.000148696,0.000148696,0.000148696
94,37651.9,0.68359,0.42269,0.84694,0.95115,1,0.995,0.8955,0.74574,0.44537,0.83645,0.000132193,0.000132193,0.000132193
95,37713.3,0.72754,0.42702,0.88444,0.95327,1,0.995,0.82394,0.78459,0.50891,0.82898,0.00011569,0.00011569,0.00011569
96,37782.2,0.68534,0.41789,0.8592,0.95713,1,0.995,0.8233,0.84799,0.5439,0.84136,9.91865e-05,9.91865e-05,9.91865e-05
97,37850,0.6955,0.42319,0.8812,0.96171,1,0.995,0.8233,0.84035,0.5475,0.84374,8.26832e-05,8.26832e-05,8.26832e-05
98,37911.7,0.66442,0.41087,0.8631,0.96669,1,0.995,0.8233,0.78287,0.53256,0.83901,6.61799e-05,6.61799e-05,6.61799e-05
99,37970.3,0.68009,0.4135,0.85574,0.96811,1,0.995,0.84575,0.78932,0.51099,0.85723,4.96766e-05,4.96766e-05,4.96766e-05
100,38032.7,0.69668,0.41198,0.87968,0.96803,1,0.995,0.84575,0.79091,0.49901,0.85715,3.31733e-05,3.31733e-05,3.31733e-05
